movie_id,credit_id,department,gender,job,name
19995,549599239251412c4e002a2e,Visual Effects,0,Visual Effects Producer,Chris Del Conte
19995,54959d54c3a36831b8001d9a,Visual Effects,2,Visual Effects Supervisor,R. Christopher White
19995,54959bdf9251412c4e002a66,Visual Effects,0,Visual Effects Supervisor,Dan Lemmon
19995,5495971d92514132ed002922,Sound,0,Sound Effects Editor,Tim Nielsen
19995,5592b25792514152cc0011aa,Crew,0,CG Supervisor,Michael Mulholland
19995,54959a329251416e2b004355,Crew,0,Visual Effects Editor,Thomas Nittmann
19995,54959d6dc3a3686ae9004401,Visual Effects,0,Visual Effects Supervisor,Edson Williams
19995,5495a08fc3a3686ae300441c,Editing,0,Digital Intermediate,Christine Carr
19995,55402d659251413d6d000249,Visual Effects,0,Visual Effects Supervisor,John Bruno
19995,54959e7b9251416e1e003f3e,Camera,0,Steadicam Operator,David Emmerichs
19995,54959734c3a3686ae10045e0,Sound,0,Sound Effects Editor,Christopher Scarabosio
19995,549595dd92514130fc002d79,Production,0,Production Supervisor,Jennifer Teves
19995,549596009251413af70028cc,Production,0,Production Manager,Brigitte Yorke
19995,549596e892514130fc002d99,Sound,0,Sound Effects Editor,Ken Fischer
19995,549598229251412c4e002a1c,Crew,0,Special Effects Coordinator,Iain Hutton
19995,549598349251416e2b00432b,Crew,0,Special Effects Coordinator,Steve Ingram
19995,54959905c3a3686ae3004324,Visual Effects,0,Visual Effects Producer,Joyce Cox
19995,5495994b92514132ed002951,Visual Effects,0,Visual Effects Producer,Jenny Foster
19995,549599cbc3a3686ae1004613,Crew,0,Visual Effects Editor,Christopher Marino
19995,549599f2c3a3686ae100461e,Crew,0,Visual Effects Editor,Jim Milton
19995,54959a51c3a3686af3003eb5,Visual Effects,0,Visual Effects Producer,Cyndi Ochs
19995,54959a7cc3a36811530026f4,Crew,0,Visual Effects Editor,Lucas Putnam
19995,54959b91c3a3680ff5002cb4,Visual Effects,0,Visual Effects Supervisor,Anthony 'Max' Ivins
19995,54959bb69251412c4e002a5f,Visual Effects,0,Visual Effects Supervisor,John Knoll
19995,54959cbbc3a3686ae3004391,Visual Effects,2,Visual Effects Supervisor,Eric Saindon
19995,54959d06c3a3686ae90043f6,Visual Effects,0,Visual Effects Supervisor,Wayne Stables
19995,54959d259251416e1e003f11,Visual Effects,0,Visual Effects Supervisor,David Stinnett
19995,54959db49251413af7002975,Visual Effects,0,Visual Effects Supervisor,Guy Williams
19995,54959de4c3a3681153002750,Crew,0,Stunt Coordinator,Stuart Thorp
19995,54959ef2c3a3680fc60027f2,Lighting,0,Best Boy Electric,Giles Coburn
19995,54959f07c3a3680fc60027f9,Camera,2,Still Photographer,Mark Fellman
19995,54959f47c3a3681153002774,Lighting,0,Lighting Technician,Scott Sprague
19995,54959f8cc3a36831b8001df2,Visual Effects,0,Animation Director,Jeremy Hollobon
19995,54959fa0c3a36831b8001dfb,Visual Effects,0,Animation Director,Orlando Meunier
19995,54959fb6c3a3686af3003f54,Visual Effects,0,Animation Director,Taisuke Tanimura
19995,54959fd2c3a36831b8001e02,Costume & Make-Up,0,Set Costumer,Lilia Mishel Acevedo
19995,54959ff9c3a3686ae300440c,Costume & Make-Up,0,Set Costumer,Alejandro M. Hernandez
19995,5495a0ddc3a3686ae10046fe,Editing,0,Digital Intermediate,Marvin Hall
19995,5495a1f7c3a3686ae3004443,Production,0,Publicist,Judy Alley
19995,5592b29fc3a36869d100002f,Crew,0,CG Supervisor,Mike Perry
19995,5592b23a9251415df8001081,Crew,0,CG Supervisor,Andrew Morley
19995,55491e1192514104c40002d8,Art,0,Conceptual Design,Seth Engstrom
19995,5525d5809251417276002b06,Crew,0,Visual Effects Art Director,Eric Oliver
19995,554427ca925141586500312a,Visual Effects,0,Modeling,Matsune Suzuki
19995,551906889251415aab001c88,Art,0,Art Department Manager,Paul Tobin
19995,5592af8492514152cc0010de,Costume & Make-Up,0,Hairstylist,Roxane Griffin
19995,553d3c109251415852001318,Lighting,0,Lighting Artist,Arun Ram-Mohan
19995,5592af4692514152d5001355,Costume & Make-Up,0,Makeup Artist,Georgia Lockhart-Adams
19995,5592b2eac3a36877470012a5,Crew,0,CG Supervisor,Thrain Shadbolt
19995,5592b032c3a36877450015f1,Crew,0,CG Supervisor,Brad Alexander
19995,5592b05592514152d80012f6,Crew,0,CG Supervisor,Shadi Almassizadeh
19995,5592b090c3a36877570010b5,Crew,0,CG Supervisor,Simon Clutterbuck
19995,5592b0dbc3a368774b00112c,Crew,0,CG Supervisor,Graeme Demmocks
19995,5592b0fe92514152db0010c1,Crew,0,CG Supervisor,Adrian Fernandes
19995,5592b11f9251415df8001059,Crew,0,CG Supervisor,Mitch Gates
19995,5592b15dc3a3687745001645,Crew,0,CG Supervisor,Jerry Kung
19995,5592b18e925141645a0004ae,Crew,0,CG Supervisor,Andy Lomas
19995,5592b1bfc3a368775d0010e7,Crew,0,CG Supervisor,Sebastian Marino
19995,5592b2049251415df8001078,Crew,0,CG Supervisor,Matthias Menz
19995,5592b27b92514152d800136a,Crew,0,CG Supervisor,Sergei Nevshupov
19995,5592b2c3c3a36869e800003c,Crew,0,CG Supervisor,Philippe Rebours
19995,5592b317c3a36877470012af,Crew,0,CG Supervisor,Michael Takarangi
19995,5592b345c3a36877470012bb,Crew,0,CG Supervisor,David Weitzberg
19995,5592b37cc3a368775100113b,Crew,0,CG Supervisor,Ben White
19995,573c8e2f9251413f5d000094,Crew,1,Stunts,Min Windle
285,52fe4232c3a36847f800b579,Camera,2,Director of Photography,Dariusz Wolski
285,52fe4232c3a36847f800b4fd,Directing,2,Director,Gore Verbinski
285,52fe4232c3a36847f800b54f,Production,2,Producer,Jerry Bruckheimer
285,52fe4232c3a36847f800b503,Writing,2,Screenplay,Ted Elliott
285,52fe4232c3a36847f800b509,Writing,2,Screenplay,Terry Rossio
285,52fe4232c3a36847f800b57f,Editing,0,Editor,Stephen E. Rivkin
285,52fe4232c3a36847f800b585,Editing,2,Editor,Craig Wood
285,52fe4232c3a36847f800b573,Sound,2,Original Music Composer,Hans Zimmer
285,52fe4232c3a36847f800b555,Production,2,Executive Producer,Mike Stenson
285,52fe4232c3a36847f800b561,Production,2,Producer,Eric McLeod
285,52fe4232c3a36847f800b55b,Production,2,Producer,Chad Oman
285,52fe4232c3a36847f800b567,Production,0,Producer,Peter Kohn
285,52fe4232c3a36847f800b56d,Production,0,Producer,Pat Sandston
285,52fe4232c3a36847f800b58b,Production,1,Casting,Denise Chamian
285,52fe4232c3a36847f800b597,Art,2,Production Design,Rick Heinrichs
285,52fe4232c3a36847f800b59d,Art,2,Art Direction,John Dexter
285,52fe4232c3a36847f800b591,Production,1,Casting,Priscilla John
285,52fe4232c3a36847f800b5a3,Art,1,Set Decoration,Cheryl Carasik
285,52fe4232c3a36847f800b5a9,Costume & Make-Up,0,Costume Design,Liz Dann
285,52fe4232c3a36847f800b5af,Costume & Make-Up,1,Costume Design,Penny Rose
285,56427ce8c3a3686a53000d8b,Sound,2,Music Supervisor,Bob Badami
285,55993c15c3a36855db002f33,Art,2,Conceptual Design,James Ward Byrkit
285,52fe4232c3a36847f800b5b9,Costume & Make-Up,1,Makeup Department Head,Ve Neill
285,56e47f7892514132690017bd,Crew,2,Stunts,John Dixon
285,5740be639251416597000849,Crew,0,CGI Supervisor,Dottie Starling
285,56427c639251412fc8000dc1,Directing,1,Script Supervisor,Pamela Alch
285,57083101c3a3681d320004e6,Crew,0,Special Effects Coordinator,Allen Hall
285,56427d5ec3a3686a62000d4a,Sound,0,Music Editor,Melissa Muik
285,56427c7b9251412fd4000e07,Directing,1,Script Supervisor,Sharron Reynolds
285,56427d2bc3a3686a53000d9b,Sound,0,Music Editor,Barbara McDermott
285,56427cb4c3a3686a53000d87,Directing,1,Script Supervisor,Karen Golden
285,56427d169251412fd4000e23,Sound,0,Music Editor,Katie Greathouse
206647,54805967c3a36829b5002c41,Sound,2,Original Music Composer,Thomas Newman
206647,52fe4d22c3a368484e1d8d77,Directing,2,Director,Sam Mendes
206647,5677cd99925141691a005333,Art,1,Set Decoration,Anna Pinnock
206647,52fe4d22c3a368484e1d8d8d,Writing,2,Screenplay,John Logan
206647,562fc9bb92514129fe0006b4,Writing,2,Story,John Logan
206647,5654d41c92514145c3000373,Art,2,Production Design,Dennis Gassner
206647,52fe4d22c3a368484e1d8d71,Writing,2,Characters,Ian Fleming
206647,54805989c3a36829ae0022d8,Editing,0,Editor,Lee Smith
206647,5677df82c3a3681683008748,Sound,2,Music Editor,Bill Bernstein
206647,5720e370c3a368117e00045b,Production,2,Co-Producer,Daniel Craig
206647,5522fdd09251416d4a0024b6,Costume & Make-Up,1,Costume Design,Jany Temime
206647,5677cc9ac3a368167c0089b5,Production,1,Casting,Debbie McWilliams
206647,52fe4d22c3a368484e1d8d7d,Production,1,Producer,Barbara Broccoli
206647,5720e3afc3a368117e00046a,Production,0,Line Producer,Roberto Malerba
206647,5677df58c3a368167c008c82,Sound,0,Music Editor,Peter Clarke
206647,5677dd1ec3a36816890085d3,Sound,0,Sound Designer,Christopher Assells
206647,566046b9c3a36875f400323a,Sound,0,Supervising Sound Editor,Per Hallberg
206647,5677ccab925141691a00530f,Production,0,Casting,Nicole Schmied
206647,5677cfe4c3a36816850087d2,Production,0,Casting Associate,Nicole Schmied
206647,562fc984c3a3681b5400e16f,Writing,2,Screenplay,Robert Wade
206647,562fc9cec3a3681b4b00d168,Writing,2,Story,Robert Wade
206647,562fc976c3a3681b5c00dd64,Writing,0,Screenplay,Neal Purvis
206647,562fc9d79251414ad800c103,Writing,0,Story,Neal Purvis
206647,5720e61d9251414235000477,Production,2,Executive Producer,Callum McDougall
206647,562fc9a89251414ad800c0fe,Writing,2,Screenplay,Jez Butterworth
206647,570bd7f2c3a36802a9000412,Art,0,Supervising Art Director,Chris Lowe
206647,5677e45ac3a368168b0084fd,Art,0,Assistant Art Director,Roxana Alexandru 
206647,5677e29c925141691a00561c,Crew,0,Makeup Effects,Jo Grover
206647,5677cf8492514179d20088ae,Production,2,Casting,Stéphane Foenkinos
206647,5677d7b192514179d20089c6,Camera,2,Camera Operator,Lorenzo Senatore
206647,5720e6f7925141423000046b,Production,0,Line Producer,Wolfgang Ramml
206647,5677dfabc3a368168000899f,Sound,2,Orchestrator,J.A.C. Redford
206647,5720e72e92514142320007fc,Production,0,Associate Producer,Gregg Wilson
206647,52fe4d22c3a368484e1d8d83,Production,2,Producer,Michael G. Wilson
206647,5720e325c3a368118100043e,Production,0,Line Producer,Zakaria Alaoui
206647,548059799251416e7e00265c,Camera,0,Director of Photography,Hoyte van Hoytema
206647,5677cef792514179db00904d,Crew,0,Special Effects Coordinator,Franco Ragusa
206647,5677d7e992514179e7008654,Camera,0,Camera Operator,Peter Field
206647,5677cd21c3a3681680008700,Art,2,Art Direction,Neal Callow
206647,5677cd5a92514179e30086fb,Art,2,Art Direction,Mark Harris
206647,5678090392514179e1009958,Crew,0,Visual Effects Editor,Billy A. Campbell
206647,5720e6749251414240000470,Production,0,Co-Producer,Stacy Perskie
206647,56780a2292514179dd008d18,Visual Effects,0,Visual Effects Producer,Laura Schultz
206647,5677e174925141691a0055f1,Costume & Make-Up,0,Key Hair Stylist,Mari Paz Robles
206647,5677e0cf9251417845001631,Costume & Make-Up,0,Hairstylist,Gerardo Perez Arreola
206647,5677d73b92514179dd008471,Camera,0,Camera Operator,Kenji Katori
206647,5677cd3a92514179d2008852,Art,0,Art Direction,Ben Collins
206647,5677cfc3c3a3681680008755,Production,0,Casting Associate,Tusse Lande
206647,5677e24f92514179e70087da,Costume & Make-Up,0,Makeup Artist,Donald Mowat
206647,5677d622c3a368167c008b25,Costume & Make-Up,0,Costume Supervisor,Ken Crouch
206647,5677cd0ec3a368168e008f75,Art,0,Art Direction,Andrew Bennett
206647,56780833925141691a005c2f,Visual Effects,0,Visual Effects Coordinator,Sean McGrath
206647,5677dcc7c3a36816830086cc,Sound,0,Foley,Dan O'Connell
206647,56780ac692514179dd008d31,Visual Effects,0,Visual Effects Supervisor,Mark Curtis
206647,5677dd9fc3a368168b0083f0,Sound,2,Sound Re-Recording Mixer,Gregg Rudloff
206647,566047029251412204002337,Directing,0,Script Supervisor,Jayne-Ann Tenggren
206647,5720e713925141423000046d,Production,0,Associate Producer,Jayne-Ann Tenggren
206647,5677dd8792514179db009235,Sound,0,Sound Re-Recording Mixer,Scott Millan
206647,5677def192514179e700875b,Directing,0,Script Supervisor,Nicoletta Mani
206647,5677dcb0925141691a00552a,Sound,0,Foley,John T. Cucci
206647,5677d7ff92514179e300884b,Camera,0,Camera Operator,Sebastian Meuschel
206647,5677d94192514179d20089ff,Camera,2,Steadicam Operator,Julian Morson
206647,5677dce5c3a36816830086d3,Sound,0,Foley,Peter Michael Sullivan
206647,56780a5a92514179e300908d,Visual Effects,0,Visual Effects Producer,Ken Dailey
206647,5677dd38c3a368167c008c21,Sound,0,Sound Designer,Ann Scibelli
206647,5677d7cd92514179db009178,Camera,0,Camera Operator,Clive Jackson
206647,5677de6192514179dd008566,Directing,0,Script Supervisor,Susie Jones
206647,5677d98fc3a3681685008904,Camera,2,Still Photographer,Jasin Boland
206647,5677cdd8c3a368168b0081e1,Art,0,Art Department Coordinator,Jennifer Lewicki
206647,5677e58cc3a3681685008adb,Art,0,Greensman,Ian Whiteford
206647,56780a7592514179db0099c4,Visual Effects,0,Visual Effects Producer,Kilou Picard
206647,5677d8ba92514179d20089f0,Camera,0,Helicopter Camera,Hans Bjerno
206647,5677dd02c3a368167a0091a2,Editing,2,Dialogue Editor,Daniel Saxlid
206647,5677e2e1c3a368167c008d1a,Costume & Make-Up,0,Wigmaker,Alex Rouse
206647,5678096bc3a368167c0093d2,Crew,0,Visual Effects Editor,Anik Seguin
206647,5677dc90c3a368167a009190,Sound,0,ADR & Dubbing,Michelle Pazer
206647,5677d75ac3a368167a0090e9,Camera,2,Camera Operator,Lucas Bielan
206647,566046d7c3a36875e900359d,Sound,0,Supervising Sound Editor,Karen Baker Landers
206647,5677dd519251417845001588,Sound,0,Sound Designer,Peter Staubli
206647,5677d8d192514179e1009100,Camera,0,Helicopter Camera,John Marzano
206647,5677d927c3a36816850088f2,Camera,0,Helicopter Camera,Adam Dale
206647,5677dff292514179e100921a,Editing,0,First Assistant Editor,Emma McCleave
206647,5677e191925141784500164f,Costume & Make-Up,0,Makeup Designer,Naomi Donne
206647,5677e2b5c3a368168e0092aa,Crew,0,Makeup Effects,Susan Howard
206647,5677d869c3a36816850088e3,Lighting,0,Gaffer,David Smith
206647,56780712c3a368168b008ace,Crew,0,CG Supervisor,Joel Green
206647,567806ba92514179e10098ee,Crew,0,CG Supervisor,Laurent Hugueniot
206647,56780a92c3a36816850090af,Visual Effects,0,Visual Effects Producer,Tim Keene
206647,5677e087c3a368167a00922b,Costume & Make-Up,0,Hair Designer,Zoe Tahir
206647,567808eb92514179e300904a,Crew,0,Visual Effects Editor,Conor Byrne
206647,5677e22d925141691a00560d,Costume & Make-Up,0,Makeup Artist,Charlotte Hayward
206647,5677cf3fc3a36816850087c1,Visual Effects,0,Animation Supervisor,Catherine Mullan
206647,56780988c3a3681683008e99,Crew,0,Visual Effects Editor,Crystal Hadcroft
206647,5677e0ec925141691a0055d6,Costume & Make-Up,0,Hairstylist,Francesca Crowder
206647,5677cf2892514179dd008356,Visual Effects,0,Animation Director,Marlene Chazot
206647,5678091d92514179db009985,Crew,0,Visual Effects Editor,Struan Farquhar
206647,56780731c3a3681680009013,Crew,0,CG Supervisor,Daniel Pastore
206647,5677d969c3a368168b00834a,Camera,0,Still Photographer,Jonathan Olley
206647,5677e48dc3a368167a0092c8,Art,0,Assistant Art Director,Sami Gaidi
206647,5751eed59251416b60000637,Production,2,Co-Producer,Luca Marco Paracels
206647,5677e157c3a36816800089ee,Costume & Make-Up,0,Key Hair Stylist,Luca Vannella
206647,56780b0e925141691a005c8f,Visual Effects,0,Visual Effects Supervisor,Stuart Bullen
206647,582f29fa925141022e003a74,Sound,0,Sound Effects Editor,Russell Edwards
206647,5677d63dc3a368167a0090b4,Costume & Make-Up,0,Costume Supervisor,Stefano De Nardis
206647,5677d79992514179d20089c2,Camera,0,Camera Operator,Luis David Sansans
206647,5677d609c3a368168000881a,Costume & Make-Up,0,Costume Supervisor,Abderrahim Benkhayi
206647,5677d66cc3a368167a0090be,Costume & Make-Up,0,Set Costumer,Rachid Aadassi
206647,5677da26c3a368167a009139,Camera,0,Additional Camera,Carlos De Carvalho
206647,5677d5bec3a368167c008b13,Costume & Make-Up,0,Assistant Costume Designer,Vivienne Jones
206647,5677dfcac3a368168300875b,Editing,0,Digital Intermediate,Kim Honeyman
206647,5677e105c3a368168b00846d,Costume & Make-Up,0,Hairstylist,Kathryn Fa
206647,5677ce0c9251417845001384,Crew,0,Carpenter,Paul Duff
206647,5677ce5192514179e300871b,Crew,0,Property Master,Ben Wilkinson
206647,5677cec292514179dd00834d,Crew,0,Special Effects Coordinator,Lynne Corbould
206647,5677cf57c3a368168e008fcc,Production,0,Casting,Amal El-Farfachi
206647,5677cf99c3a368168b00821d,Production,0,Casting Associate,Celebrity Booker
206647,5677cfadc3a368167c008a30,Production,0,Casting Associate,Lucy Hellier
206647,5677d5a392514179db00911d,Costume & Make-Up,0,Assistant Costume Designer,Richard Davies
206647,5677dd6bc3a368168b0083e2,Sound,0,Sound Effects Editor,Ando Johnson
206647,5677de2dc3a3681683008713,Crew,0,Armorer,Greg Corke
206647,5677de8a92514179e10091d9,Production,0,Researcher,Amin Rharda
206647,5677dea9c3a368168e00921c,Crew,0,Armorer,Joss Skottowe
206647,5677e11c92514179dd0085e3,Costume & Make-Up,0,Hairstylist,Joseph Koniak
206647,5677e1b19251417845001657,Costume & Make-Up,0,Makeup Artist,Thalía Echeveste
206647,5677e1c7c3a368167c008cd8,Costume & Make-Up,0,Makeup Artist,Charlie Hounslow
206647,5677e1e592514179d2008b7b,Costume & Make-Up,0,Makeup Artist,Lucy Friend
206647,5677e1fa92514179e1009265,Costume & Make-Up,0,Makeup Artist,Yelska Labrada
206647,5677e20fc3a36816830087d9,Costume & Make-Up,0,Makeup Artist,Ana Gabriela Quinonez
206647,5677e32d9251417845001683,Production,0,Researcher,Gina De Ferrer
206647,5677e47592514179e10092dd,Art,0,Assistant Art Director,Lydia Fry
206647,5677e4a492514179db009373,Art,0,Assistant Art Director,Liam Georgensen
206647,5677e4bb92514179dd00868a,Art,0,Assistant Art Director,Hugh McClelland
206647,5677e53092514179db00938e,Crew,0,Carpenter,John Allen
206647,5677e547c3a368167a0092ef,Crew,0,Carpenter,Eddie Murphy
206647,567806e092514179dd008c84,Crew,0,CG Supervisor,Carlos-Christian Nickel
206647,567806f7c3a368167a0098d7,Crew,0,CG Supervisor,Chris Petts
206647,567807b7c3a368167a0098f0,Visual Effects,0,Visual Effects Coordinator,Hugh Brompton
206647,567807d1c3a3681680009022,Visual Effects,0,Visual Effects Coordinator,Jillian Brooks
206647,567807eb92514179db00995e,Visual Effects,0,Visual Effects Coordinator,Geraint Hixson
206647,5678084f92514179d2009226,Visual Effects,0,Visual Effects Coordinator,Shawn Smolensky
206647,5678086992514179db00996d,Visual Effects,0,Visual Effects Coordinator,Todd Whalen
206647,56780884c3a3681689008d28,Visual Effects,0,Visual Effects Coordinator,Alysia Wildman
206647,567808a0c3a368167c0093a1,Visual Effects,0,Visual Effects Coordinator,Sam Girdler
206647,567808cdc3a3681685009073,Visual Effects,0,Visual Effects Coordinator,Samantha Dark
206647,567809519251417845001d1a,Crew,0,Visual Effects Editor,Ty Gibson
206647,567809bfc3a368167c0093e7,Crew,0,Visual Effects Editor,James Mann
206647,567809e392514179dd008d0c,Visual Effects,0,Visual Effects Producer,Leslie Lerman
206647,56780aef92514179d2009276,Visual Effects,0,Visual Effects Supervisor,Steven Begg
206647,56780b249251417845001d4a,Visual Effects,0,Visual Effects Supervisor,Zave Jackson
206647,56780b4e9251417845001d57,Visual Effects,2,Visual Effects Supervisor,Jonathan Knight
206647,56780bb692514179d2009291,Visual Effects,0,Visual Effects Supervisor,Alex Wuttke
206647,56780c5a92514179e7008f22,Visual Effects,0,Visual Effects Supervisor,Mark Bakowski
206647,56780c8292514179e30090d1,Visual Effects,0,Visual Effects Supervisor,Paul Round
206647,56cd782ac3a368275b001cae,Lighting,0,Gaffer,Stefano Marino
206647,56cd7899c3a3682759001bfd,Lighting,0,Gaffer,Hanz Kawson
49026,52fe4781c3a36847f81398c3,Sound,2,Original Music Composer,Hans Zimmer
49026,52fe4781c3a36847f8139899,Production,0,Producer,Charles Roven
49026,52fe4781c3a36847f813991b,Writing,2,Screenplay,Christopher Nolan
