room_id,seat_id,row,col
1,K10_1,K,10
1,K11_1,K,11
1,K12_1,K,12
1,K13_1,K,13
1,L1_1,L,1
1,L2_1,L,2
1,L3_1,L,3
1,L4_1,L,4
1,L5_1,L,5
1,L6_1,L,6
1,L7_1,L,7
1,L8_1,L,8
1,L9_1,L,9
1,L10_1,L,10
1,L11_1,L,11
1,L12_1,L,12
1,L13_1,L,13
2,A1_2,A,1
2,A2_2,A,2
2,A3_2,A,3
2,A4_2,A,4
2,A5_2,A,5
2,A6_2,A,6
2,A7_2,A,7
2,A8_2,A,8
2,A9_2,A,9
2,A10_2,A,10
2,A11_2,A,11
2,A12_2,A,12
2,A13_2,A,13
2,B1_2,B,1
2,B2_2,B,2
2,B3_2,B,3
2,B4_2,B,4
2,B5_2,B,5
2,B6_2,B,6
2,B7_2,B,7
2,B8_2,B,8
2,B9_2,B,9
2,B10_2,B,10
2,B11_2,B,11
2,B12_2,B,12
2,B13_2,B,13
2,C1_2,C,1
2,C2_2,C,2
2,C3_2,C,3
2,C4_2,C,4
2,C5_2,C,5
2,C6_2,C,6
2,C7_2,C,7
2,C8_2,C,8
2,C9_2,C,9
2,C10_2,C,10
2,C11_2,C,11
2,C12_2,C,12
2,C13_2,C,13
2,D1_2,D,1
2,D2_2,D,2
2,D3_2,D,3
2,D4_2,D,4
2,D5_2,D,5
2,D6_2,D,6
2,D7_2,D,7
2,D8_2,D,8
2,D9_2,D,9
2,D10_2,D,10
2,D11_2,D,11
2,D12_2,D,12
2,D13_2,D,13
2,E1_2,E,1
2,E2_2,E,2
2,E3_2,E,3
2,E4_2,E,4
2,E5_2,E,5
2,E6_2,E,6
2,E7_2,E,7
2,E8_2,E,8
2,E9_2,E,9
2,E10_2,E,10
2,E11_2,E,11
2,E12_2,E,12
2,E13_2,E,13
2,F1_2,F,1
2,F2_2,F,2
2,F3_2,F,3
2,F4_2,F,4
2,F5_2,F,5
2,F6_2,F,6
2,F7_2,F,7
2,F8_2,F,8
2,F9_2,F,9
2,F10_2,F,10
2,F11_2,F,11
2,F12_2,F,12
2,F13_2,F,13
2,G1_2,G,1
2,G2_2,G,2
2,G3_2,G,3
2,G4_2,G,4
2,G5_2,G,5
2,G6_2,G,6
2,G7_2,G,7
2,G8_2,G,8
2,G9_2,G,9
2,G10_2,G,10
2,G11_2,G,11
2,G12_2,G,12
2,G13_2,G,13
2,H1_2,H,1
2,H2_2,H,2
2,H3_2,H,3
2,H4_2,H,4
2,H5_2,H,5
2,H6_2,H,6
2,H7_2,H,7
2,H8_2,H,8
2,H9_2,H,9
2,H10_2,H,10
2,H11_2,H,11
2,H12_2,H,12
2,H13_2,H,13
2,I1_2,I,1
2,I2_2,I,2
2,I3_2,I,3
2,I4_2,I,4
2,I5_2,I,5
2,I6_2,I,6
2,I7_2,I,7
2,I8_2,I,8
2,I9_2,I,9
2,I10_2,I,10
2,I11_2,I,11
2,I12_2,I,12
2,I13_2,I,13
2,J1_2,J,1
2,J2_2,J,2
2,J3_2,J,3
2,J4_2,J,4
2,J5_2,J,5
2,J6_2,J,6
2,J7_2,J,7
2,J8_2,J,8
2,J9_2,J,9
2,J10_2,J,10
2,J11_2,J,11
2,J12_2,J,12
2,J13_2,J,13
2,K1_2,K,1
2,K2_2,K,2
2,K3_2,K,3
2,K4_2,K,4
2,K5_2,K,5
2,K6_2,K,6
2,K7_2,K,7
2,K8_2,K,8
2,K9_2,K,9
2,K10_2,K,10
2,K11_2,K,11
2,K12_2,K,12
2,K13_2,K,13
2,L1_2,L,1
2,L2_2,L,2
2,L3_2,L,3
2,L4_2,L,4
2,L5_2,L,5
2,L6_2,L,6
2,L7_2,L,7
2,L8_2,L,8
2,L9_2,L,9
2,L10_2,L,10
2,L11_2,L,11
2,L12_2,L,12
2,L13_2,L,13
3,A1_3,A,1
3,A2_3,A,2
3,A3_3,A,3
3,A4_3,A,4
3,A5_3,A,5
3,A6_3,A,6
3,A7_3,A,7
3,A8_3,A,8
3,A9_3,A,9
3,A10_3,A,10
3,A11_3,A,11
3,A12_3,A,12
3,A13_3,A,13
3,B1_3,B,1
3,B2_3,B,2
3,B3_3,B,3
3,B4_3,B,4
3,B5_3,B,5
3,B6_3,B,6
3,B7_3,B,7
3,B8_3,B,8
3,B9_3,B,9
3,B10_3,B,10
3,B11_3,B,11
3,B12_3,B,12
3,B13_3,B,13
3,C1_3,C,1
3,C2_3,C,2
3,C3_3,C,3
3,C4_3,C,4
3,C5_3,C,5
3,C6_3,C,6
3,C7_3,C,7
3,C8_3,C,8
3,C9_3,C,9
3,C10_3,C,10
3,C11_3,C,11
3,C12_3,C,12
3,C13_3,C,13
3,D1_3,D,1
3,D2_3,D,2
3,D3_3,D,3
3,D4_3,D,4
3,D5_3,D,5
3,D6_3,D,6
3,D7_3,D,7
3,D8_3,D,8
3,D9_3,D,9
3,D10_3,D,10
3,D11_3,D,11
3,D12_3,D,12
3,D13_3,D,13
3,E1_3,E,1
3,E2_3,E,2
3,E3_3,E,3
3,E4_3,E,4
3,E5_3,E,5
3,E6_3,E,6
3,E7_3,E,7
3,E8_3,E,8
3,E9_3,E,9
3,E10_3,E,10
3,E11_3,E,11
3,E12_3,E,12
3,E13_3,E,13
3,F1_3,F,1
3,F2_3,F,2
3,F3_3,F,3
3,F4_3,F,4
3,F5_3,F,5
3,F6_3,F,6
3,F7_3,F,7
3,F8_3,F,8
3,F9_3,F,9
3,F10_3,F,10
3,F11_3,F,11
3,F12_3,F,12
3,F13_3,F,13
3,G1_3,G,1
3,G2_3,G,2
3,G3_3,G,3
3,G4_3,G,4
3,G5_3,G,5
3,G6_3,G,6
3,G7_3,G,7
3,G8_3,G,8
3,G9_3,G,9
3,G10_3,G,10
3,G11_3,G,11
3,G12_3,G,12
3,G13_3,G,13
3,H1_3,H,1
3,H2_3,H,2
3,H3_3,H,3
3,H4_3,H,4
3,H5_3,H,5
3,H6_3,H,6
3,H7_3,H,7
3,H8_3,H,8
3,H9_3,H,9
3,H10_3,H,10
3,H11_3,H,11
3,H12_3,H,12
3,H13_3,H,13
3,I1_3,I,1
3,I2_3,I,2
3,I3_3,I,3
3,I4_3,I,4
3,I5_3,I,5
3,I6_3,I,6
3,I7_3,I,7
3,I8_3,I,8
3,I9_3,I,9
3,I10_3,I,10
3,I11_3,I,11
3,I12_3,I,12
3,I13_3,I,13
3,J1_3,J,1
3,J2_3,J,2
3,J3_3,J,3
3,J4_3,J,4
3,J5_3,J,5
3,J6_3,J,6
3,J7_3,J,7
3,J8_3,J,8
3,J9_3,J,9
3,J10_3,J,10
3,J11_3,J,11
3,J12_3,J,12
3,J13_3,J,13
3,K1_3,K,1
3,K2_3,K,2
3,K3_3,K,3
3,K4_3,K,4
3,K5_3,K,5
3,K6_3,K,6
3,K7_3,K,7
3,K8_3,K,8
3,K9_3,K,9
3,K10_3,K,10
3,K11_3,K,11
3,K12_3,K,12
3,K13_3,K,13
3,L1_3,L,1
3,L2_3,L,2
3,L3_3,L,3
3,L4_3,L,4
3,L5_3,L,5
3,L6_3,L,6
3,L7_3,L,7
3,L8_3,L,8
3,L9_3,L,9
3,L10_3,L,10
3,L11_3,L,11
3,L12_3,L,12
3,L13_3,L,13
4,A1_4,A,1
4,A2_4,A,2
4,A3_4,A,3
4,A4_4,A,4
4,A5_4,A,5
4,A6_4,A,6
4,A7_4,A,7
4,A8_4,A,8
4,A9_4,A,9
4,A10_4,A,10
4,A11_4,A,11
4,A12_4,A,12
4,A13_4,A,13
4,B1_4,B,1
4,B2_4,B,2
4,B3_4,B,3
4,B4_4,B,4
4,B5_4,B,5
4,B6_4,B,6
4,B7_4,B,7
4,B8_4,B,8
4,B9_4,B,9
4,B10_4,B,10
4,B11_4,B,11
4,B12_4,B,12
4,B13_4,B,13
4,C1_4,C,1
4,C2_4,C,2
4,C3_4,C,3
4,C4_4,C,4
4,C5_4,C,5
4,C6_4,C,6
4,C7_4,C,7
4,C8_4,C,8
4,C9_4,C,9
4,C10_4,C,10
4,C11_4,C,11
4,C12_4,C,12
4,C13_4,C,13
4,D1_4,D,1
4,D2_4,D,2
4,D3_4,D,3
4,D4_4,D,4
4,D5_4,D,5
4,D6_4,D,6
4,D7_4,D,7
4,D8_4,D,8
4,D9_4,D,9
4,D10_4,D,10
4,D11_4,D,11
4,D12_4,D,12
4,D13_4,D,13
4,E1_4,E,1
4,E2_4,E,2
4,E3_4,E,3
4,E4_4,E,4
4,E5_4,E,5
4,E6_4,E,6
4,E7_4,E,7
4,E8_4,E,8
4,E9_4,E,9
4,E10_4,E,10
4,E11_4,E,11
4,E12_4,E,12
4,E13_4,E,13
4,F1_4,F,1
4,F2_4,F,2
4,F3_4,F,3
4,F4_4,F,4
4,F5_4,F,5
4,F6_4,F,6
4,F7_4,F,7
4,F8_4,F,8
4,F9_4,F,9
4,F10_4,F,10
4,F11_4,F,11
4,F12_4,F,12
4,F13_4,F,13
4,G1_4,G,1
4,G2_4,G,2
4,G3_4,G,3
4,G4_4,G,4
4,G5_4,G,5
4,G6_4,G,6
4,G7_4,G,7
4,G8_4,G,8
4,G9_4,G,9
4,G10_4,G,10
4,G11_4,G,11
4,G12_4,G,12
4,G13_4,G,13
4,H1_4,H,1
4,H2_4,H,2
4,H3_4,H,3
4,H4_4,H,4
4,H5_4,H,5
4,H6_4,H,6
4,H7_4,H,7
4,H8_4,H,8
4,H9_4,H,9
4,H10_4,H,10
4,H11_4,H,11
4,H12_4,H,12
4,H13_4,H,13
4,I1_4,I,1
4,I2_4,I,2
4,I3_4,I,3
4,I4_4,I,4
4,I5_4,I,5
4,I6_4,I,6
4,I7_4,I,7
4,I8_4,I,8
4,I9_4,I,9
4,I10_4,I,10
4,I11_4,I,11
4,I12_4,I,12
4,I13_4,I,13
4,J1_4,J,1
4,J2_4,J,2
4,J3_4,J,3
4,J4_4,J,4
4,J5_4,J,5
4,J6_4,J,6
4,J7_4,J,7
4,J8_4,J,8
4,J9_4,J,9
4,J10_4,J,10
4,J11_4,J,11
4,J12_4,J,12
4,J13_4,J,13
4,K1_4,K,1
4,K2_4,K,2
4,K3_4,K,3
4,K4_4,K,4
4,K5_4,K,5
4,K6_4,K,6
4,K7_4,K,7
4,K8_4,K,8
4,K9_4,K,9
4,K10_4,K,10
4,K11_4,K,11
4,K12_4,K,12
4,K13_4,K,13
4,L1_4,L,1
4,L2_4,L,2
4,L3_4,L,3
4,L4_4,L,4
4,L5_4,L,5
4,L6_4,L,6
4,L7_4,L,7
4,L8_4,L,8
4,L9_4,L,9
4,L10_4,L,10
4,L11_4,L,11
4,L12_4,L,12
4,L13_4,L,13
5,A1_5,A,1
5,A2_5,A,2
5,A3_5,A,3
5,A4_5,A,4
5,A5_5,A,5
5,A6_5,A,6
5,A7_5,A,7
5,A8_5,A,8
5,A9_5,A,9
5,A10_5,A,10
5,A11_5,A,11
5,A12_5,A,12
5,A13_5,A,13
5,B1_5,B,1
5,B2_5,B,2
5,B3_5,B,3
5,B4_5,B,4
5,B5_5,B,5
5,B6_5,B,6
5,B7_5,B,7
5,B8_5,B,8
5,B9_5,B,9
5,B10_5,B,10
5,B11_5,B,11
5,B12_5,B,12
5,B13_5,B,13
5,C1_5,C,1
5,C2_5,C,2
5,C3_5,C,3
5,C4_5,C,4
5,C5_5,C,5
5,C6_5,C,6
5,C7_5,C,7
5,C8_5,C,8
5,C9_5,C,9
5,C10_5,C,10
5,C11_5,C,11
5,C12_5,C,12
5,C13_5,C,13
5,D1_5,D,1
5,D2_5,D,2
5,D3_5,D,3
5,D4_5,D,4
5,D5_5,D,5
5,D6_5,D,6
5,D7_5,D,7
5,D8_5,D,8
5,D9_5,D,9
5,D10_5,D,10
5,D11_5,D,11
5,D12_5,D,12
5,D13_5,D,13
5,E1_5,E,1
5,E2_5,E,2
5,E3_5,E,3
5,E4_5,E,4
5,E5_5,E,5
5,E6_5,E,6
5,E7_5,E,7
5,E8_5,E,8
5,E9_5,E,9
5,E10_5,E,10
5,E11_5,E,11
5,E12_5,E,12
5,E13_5,E,13
5,F1_5,F,1
5,F2_5,F,2
5,F3_5,F,3
5,F4_5,F,4
5,F5_5,F,5
5,F6_5,F,6
5,F7_5,F,7
5,F8_5,F,8
5,F9_5,F,9
5,F10_5,F,10
5,F11_5,F,11
5,F12_5,F,12
5,F13_5,F,13
5,G1_5,G,1
5,G2_5,G,2
5,G3_5,G,3
5,G4_5,G,4
5,G5_5,G,5
5,G6_5,G,6
5,G7_5,G,7
5,G8_5,G,8
5,G9_5,G,9
5,G10_5,G,10
5,G11_5,G,11
5,G12_5,G,12
5,G13_5,G,13
5,H1_5,H,1
5,H2_5,H,2
5,H3_5,H,3
5,H4_5,H,4
5,H5_5,H,5
5,H6_5,H,6
5,H7_5,H,7
5,H8_5,H,8
5,H9_5,H,9
5,H10_5,H,10
5,H11_5,H,11
5,H12_5,H,12
5,H13_5,H,13
5,I1_5,I,1
5,I2_5,I,2
5,I3_5,I,3
5,I4_5,I,4
5,I5_5,I,5
5,I6_5,I,6
5,I7_5,I,7
5,I8_5,I,8
5,I9_5,I,9
5,I10_5,I,10
5,I11_5,I,11
5,I12_5,I,12
5,I13_5,I,13
5,J1_5,J,1
5,J2_5,J,2
5,J3_5,J,3
5,J4_5,J,4
5,J5_5,J,5
5,J6_5,J,6
5,J7_5,J,7
5,J8_5,J,8
5,J9_5,J,9
5,J10_5,J,10
5,J11_5,J,11
5,J12_5,J,12
5,J13_5,J,13
5,K1_5,K,1
5,K2_5,K,2
5,K3_5,K,3
5,K4_5,K,4
5,K5_5,K,5
5,K6_5,K,6
5,K7_5,K,7
5,K8_5,K,8
5,K9_5,K,9
5,K10_5,K,10
5,K11_5,K,11
5,K12_5,K,12
5,K13_5,K,13
5,L1_5,L,1
5,L2_5,L,2
5,L3_5,L,3
5,L4_5,L,4
5,L5_5,L,5
5,L6_5,L,6
5,L7_5,L,7
5,L8_5,L,8
5,L9_5,L,9
5,L10_5,L,10
5,L11_5,L,11
5,L12_5,L,12
5,L13_5,L,13
6,A1_6,A,1
6,A2_6,A,2
6,A3_6,A,3
6,A4_6,A,4
6,A5_6,A,5
6,A6_6,A,6
6,A7_6,A,7
6,A8_6,A,8
6,A9_6,A,9
6,A10_6,A,10
6,A11_6,A,11
6,A12_6,A,12
6,A13_6,A,13
6,B1_6,B,1
6,B2_6,B,2
6,B3_6,B,3
6,B4_6,B,4
6,B5_6,B,5
6,B6_6,B,6
6,B7_6,B,7
6,B8_6,B,8
6,B9_6,B,9
6,B10_6,B,10
6,B11_6,B,11
6,B12_6,B,12
6,B13_6,B,13
6,C1_6,C,1
6,C2_6,C,2
6,C3_6,C,3
6,C4_6,C,4
6,C5_6,C,5
6,C6_6,C,6
6,C7_6,C,7
6,C8_6,C,8
6,C9_6,C,9
6,C10_6,C,10
6,C11_6,C,11
6,C12_6,C,12
6,C13_6,C,13
6,D1_6,D,1
6,D2_6,D,2
6,D3_6,D,3
6,D4_6,D,4
6,D5_6,D,5
6,D6_6,D,6
6,D7_6,D,7
6,D8_6,D,8
6,D9_6,D,9
6,D10_6,D,10
6,D11_6,D,11
6,D12_6,D,12
6,D13_6,D,13
6,E1_6,E,1
6,E2_6,E,2
6,E3_6,E,3
6,E4_6,E,4
6,E5_6,E,5
6,E6_6,E,6
6,E7_6,E,7
6,E8_6,E,8
6,E9_6,E,9
6,E10_6,E,10
6,E11_6,E,11
6,E12_6,E,12
6,E13_6,E,13
6,F1_6,F,1
6,F2_6,F,2
6,F3_6,F,3
6,F4_6,F,4
6,F5_6,F,5
6,F6_6,F,6
6,F7_6,F,7
6,F8_6,F,8
6,F9_6,F,9
6,F10_6,F,10
6,F11_6,F,11
6,F12_6,F,12
6,F13_6,F,13
6,G1_6,G,1
6,G2_6,G,2
6,G3_6,G,3
6,G4_6,G,4
6,G5_6,G,5
6,G6_6,G,6
6,G7_6,G,7
6,G8_6,G,8
6,G9_6,G,9
6,G10_6,G,10
6,G11_6,G,11
6,G12_6,G,12
6,G13_6,G,13
6,H1_6,H,1
6,H2_6,H,2
6,H3_6,H,3
6,H4_6,H,4
6,H5_6,H,5
6,H6_6,H,6
6,H7_6,H,7
6,H8_6,H,8
6,H9_6,H,9
6,H10_6,H,10
6,H11_6,H,11
6,H12_6,H,12
6,H13_6,H,13
6,I1_6,I,1
6,I2_6,I,2
6,I3_6,I,3
6,I4_6,I,4
6,I5_6,I,5
6,I6_6,I,6
6,I7_6,I,7
6,I8_6,I,8
6,I9_6,I,9
6,I10_6,I,10
6,I11_6,I,11
6,I12_6,I,12
6,I13_6,I,13
6,J1_6,J,1
6,J2_6,J,2
6,J3_6,J,3
6,J4_6,J,4
6,J5_6,J,5
6,J6_6,J,6
6,J7_6,J,7
6,J8_6,J,8
6,J9_6,J,9
6,J10_6,J,10
6,J11_6,J,11
6,J12_6,J,12
6,J13_6,J,13
6,K1_6,K,1
6,K2_6,K,2
6,K3_6,K,3
6,K4_6,K,4
6,K5_6,K,5
6,K6_6,K,6
6,K7_6,K,7
6,K8_6,K,8
6,K9_6,K,9
6,K10_6,K,10
6,K11_6,K,11
6,K12_6,K,12
6,K13_6,K,13
6,L1_6,L,1
6,L2_6,L,2
6,L3_6,L,3
6,L4_6,L,4
6,L5_6,L,5
6,L6_6,L,6
6,L7_6,L,7
6,L8_6,L,8
6,L9_6,L,9
6,L10_6,L,10
6,L11_6,L,11
6,L12_6,L,12
6,L13_6,L,13
7,A1_7,A,1
7,A2_7,A,2
7,A3_7,A,3
7,A4_7,A,4
7,A5_7,A,5
7,A6_7,A,6
7,A7_7,A,7
7,A8_7,A,8
7,A9_7,A,9
7,A10_7,A,10
7,A11_7,A,11
7,A12_7,A,12
7,A13_7,A,13
7,B1_7,B,1
7,B2_7,B,2
7,B3_7,B,3
7,B4_7,B,4
7,B5_7,B,5
7,B6_7,B,6
7,B7_7,B,7
7,B8_7,B,8
7,B9_7,B,9
7,B10_7,B,10
7,B11_7,B,11
7,B12_7,B,12
7,B13_7,B,13
7,C1_7,C,1
7,C2_7,C,2
7,C3_7,C,3
7,C4_7,C,4
7,C5_7,C,5
7,C6_7,C,6
7,C7_7,C,7
7,C8_7,C,8
7,C9_7,C,9
7,C10_7,C,10
7,C11_7,C,11
7,C12_7,C,12
7,C13_7,C,13
7,D1_7,D,1
7,D2_7,D,2
7,D3_7,D,3
7,D4_7,D,4
7,D5_7,D,5
7,D6_7,D,6
7,D7_7,D,7
7,D8_7,D,8
7,D9_7,D,9
7,D10_7,D,10
7,D11_7,D,11
7,D12_7,D,12
7,D13_7,D,13
7,E1_7,E,1
7,E2_7,E,2
7,E3_7,E,3
7,E4_7,E,4
7,E5_7,E,5
7,E6_7,E,6
7,E7_7,E,7
7,E8_7,E,8
7,E9_7,E,9
7,E10_7,E,10
7,E11_7,E,11
7,E12_7,E,12
7,E13_7,E,13
7,F1_7,F,1
7,F2_7,F,2
7,F3_7,F,3
7,F4_7,F,4
7,F5_7,F,5
7,F6_7,F,6
7,F7_7,F,7
7,F8_7,F,8
7,F9_7,F,9
7,F10_7,F,10
7,F11_7,F,11
7,F12_7,F,12
7,F13_7,F,13
7,G1_7,G,1
7,G2_7,G,2
7,G3_7,G,3
7,G4_7,G,4
7,G5_7,G,5
7,G6_7,G,6
7,G7_7,G,7
7,G8_7,G,8
7,G9_7,G,9
7,G10_7,G,10
7,G11_7,G,11
7,G12_7,G,12
7,G13_7,G,13
7,H1_7,H,1
7,H2_7,H,2
7,H3_7,H,3
7,H4_7,H,4
7,H5_7,H,5
7,H6_7,H,6
7,H7_7,H,7
7,H8_7,H,8
7,H9_7,H,9
7,H10_7,H,10
7,H11_7,H,11
7,H12_7,H,12
7,H13_7,H,13
7,I1_7,I,1
7,I2_7,I,2
7,I3_7,I,3
7,I4_7,I,4
7,I5_7,I,5
7,I6_7,I,6
7,I7_7,I,7
7,I8_7,I,8
7,I9_7,I,9
7,I10_7,I,10
7,I11_7,I,11
7,I12_7,I,12
7,I13_7,I,13
7,J1_7,J,1
7,J2_7,J,2
7,J3_7,J,3
7,J4_7,J,4
7,J5_7,J,5
7,J6_7,J,6
7,J7_7,J,7
7,J8_7,J,8
7,J9_7,J,9
7,J10_7,J,10
7,J11_7,J,11
7,J12_7,J,12
7,J13_7,J,13
7,K1_7,K,1
7,K2_7,K,2
7,K3_7,K,3
7,K4_7,K,4
7,K5_7,K,5
7,K6_7,K,6
7,K7_7,K,7
7,K8_7,K,8
7,K9_7,K,9
7,K10_7,K,10
7,K11_7,K,11
7,K12_7,K,12
7,K13_7,K,13
7,L1_7,L,1
7,L2_7,L,2
7,L3_7,L,3
7,L4_7,L,4
7,L5_7,L,5
7,L6_7,L,6
7,L7_7,L,7
7,L8_7,L,8
7,L9_7,L,9
7,L10_7,L,10
7,L11_7,L,11
7,L12_7,L,12
7,L13_7,L,13
8,A1_8,A,1
8,A2_8,A,2
8,A3_8,A,3
8,A4_8,A,4
8,A5_8,A,5
8,A6_8,A,6
8,A7_8,A,7
8,A8_8,A,8
8,A9_8,A,9
8,A10_8,A,10
8,A11_8,A,11
8,A12_8,A,12
8,A13_8,A,13
8,B1_8,B,1
8,B2_8,B,2
8,B3_8,B,3
8,B4_8,B,4
8,B5_8,B,5
8,B6_8,B,6
8,B7_8,B,7
8,B8_8,B,8
8,B9_8,B,9
8,B10_8,B,10
8,B11_8,B,11
8,B12_8,B,12
8,B13_8,B,13
8,C1_8,C,1
8,C2_8,C,2
8,C3_8,C,3
8,C4_8,C,4
8,C5_8,C,5
8,C6_8,C,6
8,C7_8,C,7
8,C8_8,C,8
8,C9_8,C,9
8,C10_8,C,10
8,C11_8,C,11
8,C12_8,C,12
8,C13_8,C,13
8,D1_8,D,1
8,D2_8,D,2
8,D3_8,D,3
8,D4_8,D,4
8,D5_8,D,5
8,D6_8,D,6
8,D7_8,D,7
8,D8_8,D,8
8,D9_8,D,9
8,D10_8,D,10
8,D11_8,D,11
8,D12_8,D,12
8,D13_8,D,13
8,E1_8,E,1
8,E2_8,E,2
8,E3_8,E,3
8,E4_8,E,4
8,E5_8,E,5
8,E6_8,E,6
8,E7_8,E,7
8,E8_8,E,8
8,E9_8,E,9
8,E10_8,E,10
8,E11_8,E,11
8,E12_8,E,12
8,E13_8,E,13
8,F1_8,F,1
8,F2_8,F,2
8,F3_8,F,3
8,F4_8,F,4
8,F5_8,F,5
8,F6_8,F,6
8,F7_8,F,7
8,F8_8,F,8
8,F9_8,F,9
8,F10_8,F,10
8,F11_8,F,11
8,F12_8,F,12
8,F13_8,F,13
8,G1_8,G,1
8,G2_8,G,2
8,G3_8,G,3
8,G4_8,G,4
8,G5_8,G,5
8,G6_8,G,6
8,G7_8,G,7
8,G8_8,G,8
8,G9_8,G,9
8,G10_8,G,10
8,G11_8,G,11
8,G12_8,G,12
8,G13_8,G,13
8,H1_8,H,1
8,H2_8,H,2
8,H3_8,H,3
8,H4_8,H,4
8,H5_8,H,5
8,H6_8,H,6
8,H7_8,H,7
8,H8_8,H,8
8,H9_8,H,9
8,H10_8,H,10
8,H11_8,H,11
8,H12_8,H,12
8,H13_8,H,13
8,I1_8,I,1
8,I2_8,I,2
8,I3_8,I,3
8,I4_8,I,4
8,I5_8,I,5
8,I6_8,I,6
8,I7_8,I,7
8,I8_8,I,8
8,I9_8,I,9
8,I10_8,I,10
8,I11_8,I,11
8,I12_8,I,12
8,I13_8,I,13
8,J1_8,J,1
8,J2_8,J,2
8,J3_8,J,3
8,J4_8,J,4
8,J5_8,J,5
8,J6_8,J,6
8,J7_8,J,7
8,J8_8,J,8
8,J9_8,J,9
8,J10_8,J,10
8,J11_8,J,11
8,J12_8,J,12
8,J13_8,J,13
8,K1_8,K,1
8,K2_8,K,2
8,K3_8,K,3
8,K4_8,K,4
8,K5_8,K,5
8,K6_8,K,6
8,K7_8,K,7
8,K8_8,K,8
8,K9_8,K,9
8,K10_8,K,10
8,K11_8,K,11
8,K12_8,K,12
8,K13_8,K,13
8,L1_8,L,1
8,L2_8,L,2
8,L3_8,L,3
8,L4_8,L,4
8,L5_8,L,5
8,L6_8,L,6
8,L7_8,L,7
8,L8_8,L,8
8,L9_8,L,9
8,L10_8,L,10
8,L11_8,L,11
8,L12_8,L,12
8,L13_8,L,13
9,A1_9,A,1
9,A2_9,A,2
9,A3_9,A,3
9,A4_9,A,4
9,A5_9,A,5
9,A6_9,A,6
9,A7_9,A,7
9,A8_9,A,8
9,A9_9,A,9
9,A10_9,A,10
9,A11_9,A,11
9,A12_9,A,12
9,A13_9,A,13
9,B1_9,B,1
9,B2_9,B,2
9,B3_9,B,3
9,B4_9,B,4
9,B5_9,B,5
9,B6_9,B,6
9,B7_9,B,7
9,B8_9,B,8
9,B9_9,B,9
